inventory_date,product_id,product_name,product_category,outlet_id,outlet_name,region_name,city,opening_stock,closing_stock,available_stock,stockout_flag,days_of_supply
2024-03-18,P004,Vidoran Smart,Multivitamin,O014,Makassar Health Mart,Sulawesi,Makassar,115,84,84,0,9.6
2024-03-18,P005,Marina Skin Care,Skin Care,O014,Makassar Health Mart,Sulawesi,Makassar,82,61,61,0,6.2
2024-03-19,P001,Tempra,Fever & Pain,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,172,145,145,0,16.4
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,30,0,0,1,0
2024-03-19,P003,Hemaviton C1000,Vitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,116,89,89,0,6.7
2024-03-19,P004,Vidoran Smart,Multivitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,120,110,110,0,10.2
2024-03-19,P005,Marina Skin Care,Skin Care,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,151,127,127,0,13.8
2024-03-19,P001,Tempra,Fever & Pain,O002,Bandung Health Mart,Jawa Barat,Bandung,139,110,110,0,12.6
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O002,Bandung Health Mart,Jawa Barat,Bandung,67,50,50,0,3.9
2024-03-19,P003,Hemaviton C1000,Vitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,140,123,123,0,9.0
2024-03-19,P004,Vidoran Smart,Multivitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,101,74,74,0,8.7
2024-03-19,P005,Marina Skin Care,Skin Care,O002,Bandung Health Mart,Jawa Barat,Bandung,80,44,44,0,4.7
2024-03-19,P001,Tempra,Fever & Pain,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,129,107,107,0,7.8
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,34,0,0,1,0
2024-03-19,P003,Hemaviton C1000,Vitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,139,103,103,0,11.8
2024-03-19,P004,Vidoran Smart,Multivitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,138,114,114,0,8.6
2024-03-19,P005,Marina Skin Care,Skin Care,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,137,101,101,0,8.6
2024-03-19,P001,Tempra,Fever & Pain,O004,Bekasi Health Mart,Jawa Barat,Bekasi,120,108,108,0,7.6
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O004,Bekasi Health Mart,Jawa Barat,Bekasi,96,60,60,0,6.7
2024-03-19,P003,Hemaviton C1000,Vitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,80,61,61,0,5.2
2024-03-19,P004,Vidoran Smart,Multivitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,148,124,124,0,12.5
2024-03-19,P005,Marina Skin Care,Skin Care,O004,Bekasi Health Mart,Jawa Barat,Bekasi,182,139,139,0,14.5
2024-03-19,P001,Tempra,Fever & Pain,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,128,118,118,0,11.8
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,107,75,75,0,6.7
2024-03-19,P003,Hemaviton C1000,Vitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,135,121,121,0,9.1
2024-03-19,P004,Vidoran Smart,Multivitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,100,80,80,0,5.8
2024-03-19,P005,Marina Skin Care,Skin Care,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,95,80,80,0,6.3
2024-03-19,P001,Tempra,Fever & Pain,O006,Surabaya Health Mart,Jawa Timur,Surabaya,125,101,101,0,11.2
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O006,Surabaya Health Mart,Jawa Timur,Surabaya,123,91,91,0,10.1
2024-03-19,P003,Hemaviton C1000,Vitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,85,58,58,0,5.2
2024-03-19,P004,Vidoran Smart,Multivitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,151,133,133,0,9.3
2024-03-19,P005,Marina Skin Care,Skin Care,O006,Surabaya Health Mart,Jawa Timur,Surabaya,128,96,96,0,6.9
2024-03-19,P001,Tempra,Fever & Pain,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,82,52,52,0,4.4
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,129,91,91,0,7.7
2024-03-19,P003,Hemaviton C1000,Vitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,182,143,143,0,11.6
2024-03-19,P004,Vidoran Smart,Multivitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,91,49,49,0,5.9
2024-03-19,P005,Marina Skin Care,Skin Care,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,142,108,108,0,8.0
2024-03-19,P001,Tempra,Fever & Pain,O008,Semarang Health Mart,Jawa Tengah,Semarang,151,127,127,0,9.1
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O008,Semarang Health Mart,Jawa Tengah,Semarang,126,91,91,0,6.1
2024-03-19,P003,Hemaviton C1000,Vitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,115,102,102,0,10.8
2024-03-19,P004,Vidoran Smart,Multivitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,134,107,107,0,12.5
2024-03-19,P005,Marina Skin Care,Skin Care,O008,Semarang Health Mart,Jawa Tengah,Semarang,97,61,61,0,4.7
2024-03-19,P001,Tempra,Fever & Pain,O009,Medan Prime Pharmacy,Sumatera,Medan,145,110,110,0,12.3
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O009,Medan Prime Pharmacy,Sumatera,Medan,101,72,72,0,6.4
2024-03-19,P003,Hemaviton C1000,Vitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,158,115,115,0,13.9
2024-03-19,P004,Vidoran Smart,Multivitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,161,123,123,0,8.5
2024-03-19,P005,Marina Skin Care,Skin Care,O009,Medan Prime Pharmacy,Sumatera,Medan,126,94,94,0,7.3
2024-03-19,P001,Tempra,Fever & Pain,O010,Medan Health Mart,Sumatera,Medan,135,90,90,0,10.9
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O010,Medan Health Mart,Sumatera,Medan,110,81,81,0,6.0
2024-03-19,P003,Hemaviton C1000,Vitamin,O010,Medan Health Mart,Sumatera,Medan,118,78,78,0,5.6
2024-03-19,P004,Vidoran Smart,Multivitamin,O010,Medan Health Mart,Sumatera,Medan,134,124,124,0,8.5
2024-03-19,P005,Marina Skin Care,Skin Care,O010,Medan Health Mart,Sumatera,Medan,112,94,94,0,7.9
2024-03-19,P001,Tempra,Fever & Pain,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,108,88,88,0,8.7
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,107,78,78,0,8.5
2024-03-19,P003,Hemaviton C1000,Vitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,135,113,113,0,10.2
2024-03-19,P004,Vidoran Smart,Multivitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,135,111,111,0,7.4
2024-03-19,P005,Marina Skin Care,Skin Care,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,113,94,94,0,10.3
2024-03-19,P001,Tempra,Fever & Pain,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,116,90,90,0,9.9
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,66,52,52,0,5.9
2024-03-19,P003,Hemaviton C1000,Vitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,111,85,85,0,6.8
2024-03-19,P004,Vidoran Smart,Multivitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,166,128,128,0,10.5
2024-03-19,P005,Marina Skin Care,Skin Care,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,152,112,112,0,12.7
2024-03-19,P001,Tempra,Fever & Pain,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,137,105,105,0,9.1
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,108,74,74,0,7.6
2024-03-19,P003,Hemaviton C1000,Vitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,162,127,127,0,11.8
2024-03-19,P004,Vidoran Smart,Multivitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,121,108,108,0,8.8
2024-03-19,P005,Marina Skin Care,Skin Care,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,160,117,117,0,8.5
2024-03-19,P001,Tempra,Fever & Pain,O014,Makassar Health Mart,Sulawesi,Makassar,93,58,58,0,4.6
2024-03-19,P002,Bodrex Flu & Batuk,Cough & Cold,O014,Makassar Health Mart,Sulawesi,Makassar,98,75,75,0,5.3
2024-03-19,P003,Hemaviton C1000,Vitamin,O014,Makassar Health Mart,Sulawesi,Makassar,108,77,77,0,6.3
2024-03-19,P004,Vidoran Smart,Multivitamin,O014,Makassar Health Mart,Sulawesi,Makassar,117,85,85,0,9.7
2024-03-19,P005,Marina Skin Care,Skin Care,O014,Makassar Health Mart,Sulawesi,Makassar,98,82,82,0,9.0
2024-03-20,P001,Tempra,Fever & Pain,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,154,128,128,0,14.7
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,12,0,0,1,0
2024-03-20,P003,Hemaviton C1000,Vitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,117,73,73,0,6.6
2024-03-20,P004,Vidoran Smart,Multivitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,152,118,118,0,8.9
2024-03-20,P005,Marina Skin Care,Skin Care,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,124,92,92,0,6.2
2024-03-20,P001,Tempra,Fever & Pain,O002,Bandung Health Mart,Jawa Barat,Bandung,110,75,75,0,6.5
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O002,Bandung Health Mart,Jawa Barat,Bandung,101,65,65,0,4.6
2024-03-20,P003,Hemaviton C1000,Vitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,161,119,119,0,11.4
2024-03-20,P004,Vidoran Smart,Multivitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,95,53,53,0,3.7
2024-03-20,P005,Marina Skin Care,Skin Care,O002,Bandung Health Mart,Jawa Barat,Bandung,116,85,85,0,7.2
2024-03-20,P001,Tempra,Fever & Pain,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,144,122,122,0,9.3
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,29,0,0,1,0
2024-03-20,P003,Hemaviton C1000,Vitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,99,74,74,0,5.0
2024-03-20,P004,Vidoran Smart,Multivitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,105,90,90,0,8.4
2024-03-20,P005,Marina Skin Care,Skin Care,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,115,98,98,0,8.5
2024-03-20,P001,Tempra,Fever & Pain,O004,Bekasi Health Mart,Jawa Barat,Bekasi,111,80,80,0,5.5
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O004,Bekasi Health Mart,Jawa Barat,Bekasi,138,116,116,0,12.7
2024-03-20,P003,Hemaviton C1000,Vitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,112,100,100,0,11.0
2024-03-20,P004,Vidoran Smart,Multivitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,109,92,92,0,6.6
2024-03-20,P005,Marina Skin Care,Skin Care,O004,Bekasi Health Mart,Jawa Barat,Bekasi,146,129,129,0,13.2
2024-03-20,P001,Tempra,Fever & Pain,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,182,155,155,0,10.4
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,159,140,140,0,9.7
2024-03-20,P003,Hemaviton C1000,Vitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,60,48,48,0,5.7
2024-03-20,P004,Vidoran Smart,Multivitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,140,120,120,0,10.3
2024-03-20,P005,Marina Skin Care,Skin Care,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,123,95,95,0,10.7
2024-03-20,P001,Tempra,Fever & Pain,O006,Surabaya Health Mart,Jawa Timur,Surabaya,98,73,73,0,8.9
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O006,Surabaya Health Mart,Jawa Timur,Surabaya,132,110,110,0,10.2
2024-03-20,P003,Hemaviton C1000,Vitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,116,89,89,0,6.0
2024-03-20,P004,Vidoran Smart,Multivitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,109,98,98,0,9.7
2024-03-20,P005,Marina Skin Care,Skin Care,O006,Surabaya Health Mart,Jawa Timur,Surabaya,136,91,91,0,6.8
2024-03-20,P001,Tempra,Fever & Pain,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,165,150,150,0,15.3
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,110,81,81,0,7.3
2024-03-20,P003,Hemaviton C1000,Vitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,121,90,90,0,6.0
2024-03-20,P004,Vidoran Smart,Multivitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,134,98,98,0,7.9
2024-03-20,P005,Marina Skin Care,Skin Care,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,109,77,77,0,6.8
2024-03-20,P001,Tempra,Fever & Pain,O008,Semarang Health Mart,Jawa Tengah,Semarang,114,92,92,0,6.3
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O008,Semarang Health Mart,Jawa Tengah,Semarang,137,118,118,0,8.8
2024-03-20,P003,Hemaviton C1000,Vitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,89,45,45,0,4.3
2024-03-20,P004,Vidoran Smart,Multivitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,114,89,89,0,9.5
2024-03-20,P005,Marina Skin Care,Skin Care,O008,Semarang Health Mart,Jawa Tengah,Semarang,135,105,105,0,9.5
2024-03-20,P001,Tempra,Fever & Pain,O009,Medan Prime Pharmacy,Sumatera,Medan,163,139,139,0,9.5
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O009,Medan Prime Pharmacy,Sumatera,Medan,91,52,52,0,4.1
2024-03-20,P003,Hemaviton C1000,Vitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,135,104,104,0,7.5
2024-03-20,P004,Vidoran Smart,Multivitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,140,99,99,0,8.2
2024-03-20,P005,Marina Skin Care,Skin Care,O009,Medan Prime Pharmacy,Sumatera,Medan,94,58,58,0,6.1
2024-03-20,P001,Tempra,Fever & Pain,O010,Medan Health Mart,Sumatera,Medan,116,77,77,0,6.9
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O010,Medan Health Mart,Sumatera,Medan,100,87,87,0,7.5
2024-03-20,P003,Hemaviton C1000,Vitamin,O010,Medan Health Mart,Sumatera,Medan,99,79,79,0,7.5
2024-03-20,P004,Vidoran Smart,Multivitamin,O010,Medan Health Mart,Sumatera,Medan,90,58,58,0,4.3
2024-03-20,P005,Marina Skin Care,Skin Care,O010,Medan Health Mart,Sumatera,Medan,128,90,90,0,8.7
2024-03-20,P001,Tempra,Fever & Pain,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,145,103,103,0,7.1
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,98,66,66,0,4.8
2024-03-20,P003,Hemaviton C1000,Vitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,95,54,54,0,5.4
2024-03-20,P004,Vidoran Smart,Multivitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,98,76,76,0,5.7
2024-03-20,P005,Marina Skin Care,Skin Care,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,125,80,80,0,8.2
2024-03-20,P001,Tempra,Fever & Pain,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,157,129,129,0,9.7
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,87,74,74,0,5.4
2024-03-20,P003,Hemaviton C1000,Vitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,90,60,60,0,6.9
2024-03-20,P004,Vidoran Smart,Multivitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,123,87,87,0,7.2
2024-03-20,P005,Marina Skin Care,Skin Care,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,134,101,101,0,7.1
2024-03-20,P001,Tempra,Fever & Pain,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,140,129,129,0,12.3
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,153,125,125,0,10.7
2024-03-20,P003,Hemaviton C1000,Vitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,116,79,79,0,9.6
2024-03-20,P004,Vidoran Smart,Multivitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,119,103,103,0,10.6
2024-03-20,P005,Marina Skin Care,Skin Care,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,157,128,128,0,10.1
2024-03-20,P001,Tempra,Fever & Pain,O014,Makassar Health Mart,Sulawesi,Makassar,129,85,85,0,7.6
2024-03-20,P002,Bodrex Flu & Batuk,Cough & Cold,O014,Makassar Health Mart,Sulawesi,Makassar,84,65,65,0,5.4
2024-03-20,P003,Hemaviton C1000,Vitamin,O014,Makassar Health Mart,Sulawesi,Makassar,147,111,111,0,9.8
2024-03-20,P004,Vidoran Smart,Multivitamin,O014,Makassar Health Mart,Sulawesi,Makassar,128,86,86,0,8.1
2024-03-20,P005,Marina Skin Care,Skin Care,O014,Makassar Health Mart,Sulawesi,Makassar,112,95,95,0,7.6
2024-03-21,P001,Tempra,Fever & Pain,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,146,125,125,0,15.0
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,21,0,0,1,0
2024-03-21,P003,Hemaviton C1000,Vitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,147,115,115,0,11.7
2024-03-21,P004,Vidoran Smart,Multivitamin,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,89,60,60,0,6.3
2024-03-21,P005,Marina Skin Care,Skin Care,O001,Bandung Prime Pharmacy,Jawa Barat,Bandung,123,103,103,0,12.3
2024-03-21,P001,Tempra,Fever & Pain,O002,Bandung Health Mart,Jawa Barat,Bandung,145,111,111,0,13.5
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O002,Bandung Health Mart,Jawa Barat,Bandung,109,67,67,0,5.4
2024-03-21,P003,Hemaviton C1000,Vitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,117,73,73,0,5.9
2024-03-21,P004,Vidoran Smart,Multivitamin,O002,Bandung Health Mart,Jawa Barat,Bandung,86,63,63,0,4.5
2024-03-21,P005,Marina Skin Care,Skin Care,O002,Bandung Health Mart,Jawa Barat,Bandung,99,86,86,0,5.8
2024-03-21,P001,Tempra,Fever & Pain,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,120,92,92,0,8.3
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,12,0,0,1,0
2024-03-21,P003,Hemaviton C1000,Vitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,93,49,49,0,3.7
2024-03-21,P004,Vidoran Smart,Multivitamin,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,130,99,99,0,10.4
2024-03-21,P005,Marina Skin Care,Skin Care,O003,Bekasi Prime Pharmacy,Jawa Barat,Bekasi,124,106,106,0,10.4
2024-03-21,P001,Tempra,Fever & Pain,O004,Bekasi Health Mart,Jawa Barat,Bekasi,113,76,76,0,6.0
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O004,Bekasi Health Mart,Jawa Barat,Bekasi,115,89,89,0,8.3
2024-03-21,P003,Hemaviton C1000,Vitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,81,55,55,0,5.3
2024-03-21,P004,Vidoran Smart,Multivitamin,O004,Bekasi Health Mart,Jawa Barat,Bekasi,105,64,64,0,5.3
2024-03-21,P005,Marina Skin Care,Skin Care,O004,Bekasi Health Mart,Jawa Barat,Bekasi,83,67,67,0,6.3
2024-03-21,P001,Tempra,Fever & Pain,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,96,81,81,0,6.0
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,109,83,83,0,7.7
2024-03-21,P003,Hemaviton C1000,Vitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,168,133,133,0,9.6
2024-03-21,P004,Vidoran Smart,Multivitamin,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,44,30,30,0,2.5
2024-03-21,P005,Marina Skin Care,Skin Care,O005,Surabaya Prime Pharmacy,Jawa Timur,Surabaya,120,94,94,0,6.3
2024-03-21,P001,Tempra,Fever & Pain,O006,Surabaya Health Mart,Jawa Timur,Surabaya,106,77,77,0,6.2
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O006,Surabaya Health Mart,Jawa Timur,Surabaya,149,128,128,0,8.7
2024-03-21,P003,Hemaviton C1000,Vitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,95,80,80,0,8.6
2024-03-21,P004,Vidoran Smart,Multivitamin,O006,Surabaya Health Mart,Jawa Timur,Surabaya,76,48,48,0,4.7
2024-03-21,P005,Marina Skin Care,Skin Care,O006,Surabaya Health Mart,Jawa Timur,Surabaya,108,89,89,0,6.6
2024-03-21,P001,Tempra,Fever & Pain,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,110,85,85,0,6.1
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,160,129,129,0,11.4
2024-03-21,P003,Hemaviton C1000,Vitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,139,102,102,0,10.5
2024-03-21,P004,Vidoran Smart,Multivitamin,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,105,88,88,0,6.9
2024-03-21,P005,Marina Skin Care,Skin Care,O007,Semarang Prime Pharmacy,Jawa Tengah,Semarang,96,82,82,0,6.0
2024-03-21,P001,Tempra,Fever & Pain,O008,Semarang Health Mart,Jawa Tengah,Semarang,147,115,115,0,9.9
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O008,Semarang Health Mart,Jawa Tengah,Semarang,119,103,103,0,7.6
2024-03-21,P003,Hemaviton C1000,Vitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,92,73,73,0,6.8
2024-03-21,P004,Vidoran Smart,Multivitamin,O008,Semarang Health Mart,Jawa Tengah,Semarang,105,84,84,0,8.2
2024-03-21,P005,Marina Skin Care,Skin Care,O008,Semarang Health Mart,Jawa Tengah,Semarang,101,91,91,0,7.4
2024-03-21,P001,Tempra,Fever & Pain,O009,Medan Prime Pharmacy,Sumatera,Medan,159,135,135,0,10.4
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O009,Medan Prime Pharmacy,Sumatera,Medan,126,104,104,0,7.9
2024-03-21,P003,Hemaviton C1000,Vitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,98,73,73,0,6.5
2024-03-21,P004,Vidoran Smart,Multivitamin,O009,Medan Prime Pharmacy,Sumatera,Medan,113,79,79,0,5.5
2024-03-21,P005,Marina Skin Care,Skin Care,O009,Medan Prime Pharmacy,Sumatera,Medan,90,68,68,0,4.6
2024-03-21,P001,Tempra,Fever & Pain,O010,Medan Health Mart,Sumatera,Medan,123,108,108,0,8.3
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O010,Medan Health Mart,Sumatera,Medan,115,75,75,0,7.8
2024-03-21,P003,Hemaviton C1000,Vitamin,O010,Medan Health Mart,Sumatera,Medan,131,113,113,0,7.6
2024-03-21,P004,Vidoran Smart,Multivitamin,O010,Medan Health Mart,Sumatera,Medan,116,102,102,0,7.3
2024-03-21,P005,Marina Skin Care,Skin Care,O010,Medan Health Mart,Sumatera,Medan,124,102,102,0,7.8
2024-03-21,P001,Tempra,Fever & Pain,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,134,100,100,0,11.5
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,79,67,67,0,8.2
2024-03-21,P003,Hemaviton C1000,Vitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,150,117,117,0,13.3
2024-03-21,P004,Vidoran Smart,Multivitamin,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,119,109,109,0,8.2
2024-03-21,P005,Marina Skin Care,Skin Care,O011,Balikpapan Prime Pharmacy,Kalimantan,Balikpapan,112,94,94,0,8.6
2024-03-21,P001,Tempra,Fever & Pain,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,92,80,80,0,8.0
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,84,55,55,0,5.8
2024-03-21,P003,Hemaviton C1000,Vitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,108,92,92,0,10.8
2024-03-21,P004,Vidoran Smart,Multivitamin,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,84,40,40,0,4.5
2024-03-21,P005,Marina Skin Care,Skin Care,O012,Balikpapan Health Mart,Kalimantan,Balikpapan,152,107,107,0,7.7
2024-03-21,P001,Tempra,Fever & Pain,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,93,66,66,0,5.3
2024-03-21,P002,Bodrex Flu & Batuk,Cough & Cold,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,114,95,95,0,7.6
2024-03-21,P003,Hemaviton C1000,Vitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,97,80,80,0,7.9
2024-03-21,P004,Vidoran Smart,Multivitamin,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,133,101,101,0,11.2
2024-03-21,P005,Marina Skin Care,Skin Care,O013,Makassar Prime Pharmacy,Sulawesi,Makassar,104,62,62,0,4.7
2024-03-21,P001,Tempra,Fever & Pain,O014,Makassar Health Mart,Sulawesi,Makassar,134,98,98,0,12.2
